slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
ALL_M_14-25_mrc2,ALL_M,8,spline3-gscalar,spline3,scalar,anderson,rand0,0.0,1334308.3748811742,-2112118.7497623484,1134561.0895551485,278250,74,True,19.338214399991557
ALL_M_14-25_mrc2,ALL_M,8,spline3-gscalar,spline3,scalar,anderson,rand1,1.0,1334313.7167002743,-2112129.4334005485,1134550.4059169483,278250,109,True,27.39142170001287
ALL_M_14-25_mrc2,ALL_M,8,spline3-gvarying,spline3,varying,anderson,mean,,1335342.3739054129,-2114184.7478108257,1132506.7597600678,278251,98,True,25.858254799968563
ALL_M_14-25_mrc2,ALL_M,8,spline3-gvarying,spline3,varying,anderson,rand0,0.0,1335341.1211293475,-2114182.242258695,1132509.2653121985,278251,163,True,43.13079640001524
ALL_M_14-25_mrc2,ALL_M,8,spline3-gvarying,spline3,varying,anderson,rand1,1.0,1335344.855926576,-2114189.711853152,1132501.7957177414,278251,143,True,36.5952840000391
ALL_M_14-25_mrc2,ALL_M,8,spline4-goff,spline4,off,anderson,mean,,1322111.550329987,-2087725.100659974,1158954.738657523,278250,119,True,28.5355164000066
ALL_M_14-25_mrc2,ALL_M,8,spline4-goff,spline4,off,anderson,rand0,0.0,1322108.1176974946,-2087718.2353949891,1158961.6039225077,278250,132,True,29.47095630003605
ALL_M_14-25_mrc2,ALL_M,8,spline4-goff,spline4,off,anderson,rand1,1.0,1322107.3683300007,-2087716.7366600013,1158963.1026574955,278250,119,True,26.659694500034675
ALL_M_14-25_mrc2,ALL_M,8,spline4-gscalar,spline4,scalar,anderson,mean,,1334645.9434317942,-2112791.8868635884,1133899.6207073051,278251,128,True,29.919760199962184
ALL_M_14-25_mrc2,ALL_M,8,spline4-gscalar,spline4,scalar,anderson,rand0,0.0,1334644.386004577,-2112788.772009154,1133902.7355617397,278251,151,True,38.43571150000207
ALL_M_14-25_mrc2,ALL_M,8,spline4-gscalar,spline4,scalar,anderson,rand1,1.0,1334648.7609302877,-2112797.5218605753,1133893.9857103182,278251,120,True,27.655759599991143
ALL_M_14-25_mrc2,ALL_M,8,spline4-gvarying,spline4,varying,anderson,mean,,1336847.349806353,-2117190.699612706,1129524.1444649803,278253,124,True,31.463257299968973
ALL_M_14-25_mrc2,ALL_M,8,spline4-gvarying,spline4,varying,anderson,rand0,0.0,1336844.245100902,-2117184.490201804,1129530.3538758825,278253,122,True,35.73707520007156
ALL_M_14-25_mrc2,ALL_M,8,spline4-gvarying,spline4,varying,anderson,rand1,1.0,1336848.2409839053,-2117192.4819678105,1129522.3621098758,278253,147,True,35.82494110008702
ALL_M_14-25_mrc2,ALL_M,8,spline5-goff,spline5,off,anderson,mean,,1322192.4224501927,-2087884.8449003855,1158806.662670508,278251,107,True,26.758477499941364
ALL_M_14-25_mrc2,ALL_M,8,spline5-goff,spline5,off,anderson,rand0,0.0,1322190.7749942155,-2087881.549988431,1158809.9575824626,278251,179,True,38.58354129991494
ALL_M_14-25_mrc2,ALL_M,8,spline5-goff,spline5,off,anderson,rand1,1.0,1322189.9244675825,-2087879.848935165,1158811.6586357285,278251,142,True,29.605274299974553
ALL_M_14-25_mrc2,ALL_M,8,spline5-gscalar,spline5,scalar,anderson,mean,,1334730.9358730526,-2112959.871746105,1133743.3040781845,278252,116,True,30.209946500021033
