slug,solver,nu,cand,basis,gamma_form,fold,train_loglik,heldout_logdens,heldout_per_cell,heldout_rmse,n_test,n_orphan,n_iter
Po10_B_14-25_mrc2,anderson,8,spline5-gvarying,spline5,varying,1,221938.5721585215,33810.754298261265,0.9200956349705082,0.09015433413136945,36747,0,188
Po10_B_14-25_mrc2,anderson,inf,spline5-gvarying,spline5,varying,2,205933.37564248923,28680.882256571997,0.7798380079550817,0.08958050416642066,36778,0,13
Po10_B_14-25_mrc2,anderson,8,spline5-gvarying,spline5,varying,2,222171.4464048266,33349.92166871246,0.9067899741343318,0.09043057551528176,36778,0,226
Po10_B_14-25_mrc2,anderson,inf,spline5-gvarying,spline5,varying,3,205828.28227994632,28667.88297466313,0.7745355138644026,0.0897182431544805,37013,0,13
Po10_B_14-25_mrc2,anderson,8,spline5-gvarying,spline5,varying,3,222026.57229787746,33511.589427589606,0.9054005194820632,0.09007698828587438,37013,0,140
Po10_B_14-25_mrc2,anderson,inf,spline5-gvarying,spline5,varying,4,204888.45986028836,30316.329159190976,0.8189839576192284,0.08822065640500036,37017,0,13
Po10_B_14-25_mrc2,anderson,8,spline5-gvarying,spline5,varying,4,221561.01601172966,34002.86578380004,0.9185743248723571,0.08893871154501934,37017,0,254
Po10_B_14-25_mrc2,anderson,inf,spline6-gscalar,spline6,scalar,0,205672.56030672317,28939.93676882445,0.7844289368938403,0.08942928833325985,36893,0,11
Po10_B_14-25_mrc2,anderson,8,spline6-gscalar,spline6,scalar,0,221989.47770203743,33550.24275008636,0.9093931843462544,0.09003742518364433,36893,0,159
Po10_B_14-25_mrc2,anderson,inf,spline6-gscalar,spline6,scalar,1,205769.67632824095,28736.501899464358,0.7820094674249424,0.08956223343791746,36747,0,11
Po10_B_14-25_mrc2,anderson,8,spline6-gscalar,spline6,scalar,1,221875.7755460632,33710.48196299087,0.9173669132987963,0.09031474852850407,36747,0,203
